"uid_01","hmdb_id","biochemical","uid_01_final","hmdb_id_final","biochemical_final","biochemical_final_final","biochemical_final_final_final","uid_01_final_1","uid_01_final_2"
"HMDB11705","HMDB0011705","TG(15:0/18:1(9Z)/16:0)","HMDB11705","HMDB0011705","TG(15:0/18:1(9Z)/16:0)","TG(15:0/18:1(9Z)/16:0)","tg_15_0_18_1_9z_16_0","HMDB11705","HMDB0011705"
"C49_1_TAG_+NH4","","C49:1 TAG +NH4","C49_1_TAG_+NH4","","C49:1 TAG +NH4","C49:1 TAG +NH4","c49_1 tag +nh4","C49_1_TAG_+NH4","C49_1_TAG_+NH4"
"HMDB11706","HMDB0011706","TG(15:0/18:1(9Z)/16:1(9Z))","HMDB11706","HMDB0011706","TG(15:0/18:1(9Z)/16:1(9Z))","TG(15:0/18:1(9Z)/16:1(9Z))","tg_15_0_18_1_9z_16_1_9z","HMDB11706","HMDB0011706"
"C49_2_TAG_+NH4","","C49:2 TAG +NH4","C49_2_TAG_+NH4","","C49:2 TAG +NH4","C49:2 TAG +NH4","c49_2 tag +nh4","C49_2_TAG_+NH4","C49_2_TAG_+NH4"
"HMDB42103","HMDB0042103","TG(14:0/15:0/20:3(5Z,8Z,11Z))","HMDB42103","HMDB0042103","TG(14:0/15:0/20:3(5Z,8Z,11Z))","TG(14:0/15:0/20:3(5Z,8Z,11Z))","tg_14_0_15_0_20_3_5z_8z_11z","HMDB42103","HMDB0042103"
"C49_3_TAG_+NH4","","C49:3 TAG +NH4","C49_3_TAG_+NH4","","C49:3 TAG +NH4","C49:3 TAG +NH4","c49_3 tag +nh4","C49_3_TAG_+NH4","C49_3_TAG_+NH4"
"HMDB13130","HMDB0013130","Glutarylcarnitine","HMDB13130","HMDB0013130","Glutarylcarnitine","Glutarylcarnitine","glutarylcarnitine","HMDB13130","HMDB0013130"
"HMDB00688","HMDB0000688","Isovalerylcarnitine","HMDB00688","HMDB0000688","Isovalerylcarnitine","Isovalerylcarnitine","isovalerylcarnitine","HMDB00688","HMDB0000688"
"HMDB02366","HMDB0002366","Tiglylcarnitine","HMDB02366","HMDB0002366","Tiglylcarnitine","Tiglylcarnitine","tiglylcarnitine","HMDB02366","HMDB0002366"
"HMDB05357","HMDB0005357","TG(16:0/16:0/18:0)","HMDB05357","HMDB0005357","TG(16:0/16:0/18:0)","TG(16:0/16:0/18:0)","tg_16_0_16_0_18_0","HMDB05357","HMDB0005357"
"C50_0_TAG_+NH4","","C50:0 TAG +NH4","C50_0_TAG_+NH4","","C50:0 TAG +NH4","C50:0 TAG +NH4","c50_0 tag +nh4","C50_0_TAG_+NH4","C50_0_TAG_+NH4"
"HMDB05360","HMDB0005360","TG(16:0/16:0/18:1(9Z))","HMDB05360","HMDB0005360","TG(16:0/16:0/18:1(9Z))","TG(16:0/16:0/18:1(9Z))","tg_16_0_16_0_18_1_9z","HMDB05360","HMDB0005360"
"C50_1_TAG_+NH4","","C50:1 TAG +NH4","C50_1_TAG_+NH4","","C50:1 TAG +NH4","C50:1 TAG +NH4","c50_1 tag +nh4","C50_1_TAG_+NH4","C50_1_TAG_+NH4"
"HMDB05377","HMDB0005377","TG(16:0/16:1(9Z)/18:1(9Z))","HMDB05377","HMDB0005377","TG(16:0/16:1(9Z)/18:1(9Z))","TG(16:0/16:1(9Z)/18:1(9Z))","tg_16_0_16_1_9z_18_1_9z","HMDB05377","HMDB0005377"
"C50_2_TAG_+NH4","","C50:2 TAG +NH4","C50_2_TAG_+NH4","","C50:2 TAG +NH4","C50:2 TAG +NH4","c50_2 tag +nh4","C50_2_TAG_+NH4","C50_2_TAG_+NH4"
"HMDB05433","HMDB0005433","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","HMDB05433","HMDB0005433","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","TG(16:1(9Z)/16:1(9Z)/18:1(9Z))","tg_16_1_9z_16_1_9z_18_1_9z","HMDB05433","HMDB0005433"
"C50_3_TAG_+NH4","","C50:3 TAG +NH4","C50_3_TAG_+NH4","","C50:3 TAG +NH4","C50:3 TAG +NH4","c50_3 tag +nh4","C50_3_TAG_+NH4","C50_3_TAG_+NH4"
"HMDB05435","HMDB0005435","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","HMDB05435","HMDB0005435","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","tg_16_1_9z_16_1_9z_18_2_9z_12z","HMDB05435","HMDB0005435"
"C50_4_TAG_+NH4","","C50:4 TAG +NH4","C50_4_TAG_+NH4","","C50:4 TAG +NH4","C50:4 TAG +NH4","c50_4 tag +nh4","C50_4_TAG_+NH4","C50_4_TAG_+NH4"
"HMDB10471","HMDB0010471","TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))","HMDB10471","HMDB0010471","TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))","TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))","tg_18_2_9z_12z_14_0_18_3_9z_12z_15z","HMDB10471","HMDB0010471"
"C50_5_TAG_+NH4","","C50:5 TAG +NH4","C50_5_TAG_+NH4","","C50:5 TAG +NH4","C50:5 TAG +NH4","c50_5 tag +nh4","C50_5_TAG_+NH4","C50_5_TAG_+NH4"
"HMDB10497","HMDB0010497","TG(18:3(9Z,12Z,15Z)/14:0/18:3(9Z,12Z,15Z))","HMDB10497","HMDB0010497","TG(18:3(9Z,12Z,15Z)/14:0/18:3(9Z,12Z,15Z))","TG(18:3(9Z,12Z,15Z)/14:0/18:3(9Z,12Z,15Z))","tg_18_3_9z_12z_15z_14_0_18_3_9z_12z_15z","HMDB10497","HMDB0010497"
"C50_6_TAG_+NH4","","C50:6 TAG +NH4","C50_6_TAG_+NH4","","C50:6 TAG +NH4","C50:6 TAG +NH4","c50_6 tag +nh4","C50_6_TAG_+NH4","C50_6_TAG_+NH4"
"C51_0_TAG_+NH4","","C51:0 TAG +NH4","C51_0_TAG_+NH4","","C51:0 TAG +NH4","C51:0 TAG +NH4","c51_0 tag +nh4","C51_0_TAG_+NH4","C51_0_TAG_+NH4"
"HMDB05365","HMDB0005365","TG(16:0/18:0/18:0)","HMDB05365","HMDB0005365","TG(16:0/18:0/18:0)","TG(16:0/18:0/18:0)","tg_16_0_18_0_18_0","HMDB05365","HMDB0005365"
"C52_0_TAG_+NH4","","C52:0 TAG +NH4","C52_0_TAG_+NH4","","C52:0 TAG +NH4","C52:0 TAG +NH4","c52_0 tag +nh4","C52_0_TAG_+NH4","C52_0_TAG_+NH4"
"HMDB05367","HMDB0005367","TG(16:0/18:0/18:1(9Z))","HMDB05367","HMDB0005367","TG(16:0/18:0/18:1(9Z))","TG(16:0/18:0/18:1(9Z))","tg_16_0_18_0_18_1_9z","HMDB05367","HMDB0005367"
"C52_1_TAG_+NH4","","C52:1 TAG +NH4","C52_1_TAG_+NH4","","C52:1 TAG +NH4","C52:1 TAG +NH4","c52_1 tag +nh4","C52_1_TAG_+NH4","C52_1_TAG_+NH4"
"HMDB05369","HMDB0005369","TG(16:0/18:0/18:2(9Z,12Z))","HMDB05369","HMDB0005369","TG(16:0/18:0/18:2(9Z,12Z))","TG(16:0/18:0/18:2(9Z,12Z))","tg_16_0_18_0_18_2_9z_12z","HMDB05369","HMDB0005369"
"C52_2_TAG_+NH4","","C52:2 TAG +NH4","C52_2_TAG_+NH4","","C52:2 TAG +NH4","C52:2 TAG +NH4","c52_2 tag +nh4","C52_2_TAG_+NH4","C52_2_TAG_+NH4"
"HMDB05384","HMDB0005384","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","HMDB05384","HMDB0005384","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","tg_16_0_18_1_9z_18_2_9z_12z","HMDB05384","HMDB0005384"
"C52_3_TAG_+NH4","","C52:3 TAG +NH4","C52_3_TAG_+NH4","","C52:3 TAG +NH4","C52:3 TAG +NH4","c52_3 tag +nh4","C52_3_TAG_+NH4","C52_3_TAG_+NH4"
"HMDB05363","HMDB0005363","TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))","HMDB05363","HMDB0005363","TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))","TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))","tg_16_0_16_0_20_4_5z_8z_11z_14z","HMDB05363","HMDB0005363"
"HMDB05380","HMDB0005380","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05380","HMDB0005380","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_0_16_1_9z_20_4_5z_8z_11z_14z","HMDB05380","HMDB0005380"
"C52_5_TAG_+NH4","","C52:5 TAG +NH4","C52_5_TAG_+NH4","","C52:5 TAG +NH4","C52:5 TAG +NH4","c52_5 tag +nh4","C52_5_TAG_+NH4","C52_5_TAG_+NH4"
"HMDB05436","HMDB0005436","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05436","HMDB0005436","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_1_9z_16_1_9z_20_4_5z_8z_11z_14z","HMDB05436","HMDB0005436"
"C52_6_TAG_+NH4","","C52:6 TAG +NH4","C52_6_TAG_+NH4","","C52:6 TAG +NH4","C52:6 TAG +NH4","c52_6 tag +nh4","C52_6_TAG_+NH4","C52_6_TAG_+NH4"
"HMDB10517","HMDB0010517","TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))","HMDB10517","HMDB0010517","TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))","TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))","tg_20_4_5z_8z_11z_14z_14_0_18_3_9z_12z_15z","HMDB10517","HMDB0010517"
"C52_7_TAG_+NH4","","C52:7 TAG +NH4","C52_7_TAG_+NH4","","C52:7 TAG +NH4","C52:7 TAG +NH4","c52_7 tag +nh4","C52_7_TAG_+NH4","C52_7_TAG_+NH4"
"HMDB42196","HMDB0042196","TG(14:0/20:0/18:2(9Z,12Z))","HMDB42196","HMDB0042196","TG(14:0/20:0/18:2(9Z,12Z))","TG(14:0/20:0/18:2(9Z,12Z))","tg_14_0_20_0_18_2_9z_12z","HMDB42196","HMDB0042196"
"C53_2_TAG_+NH4","","C53:2 TAG +NH4","C53_2_TAG_+NH4","","C53:2 TAG +NH4","C53:2 TAG +NH4","c53_2 tag +nh4","C53_2_TAG_+NH4","C53_2_TAG_+NH4"
"HMDB42105","HMDB0042105","TG(14:0/15:0/24:1(15Z))","HMDB42105","HMDB0042105","TG(14:0/15:0/24:1(15Z))","TG(14:0/15:0/24:1(15Z))","tg_14_0_15_0_24_1_15z","HMDB42105","HMDB0042105"
"C53_3_TAG_+NH4","","C53:3 TAG +NH4","C53_3_TAG_+NH4","","C53:3 TAG +NH4","C53:3 TAG +NH4","c53_3 tag +nh4","C53_3_TAG_+NH4","C53_3_TAG_+NH4"
"HMDB05395","HMDB0005395","TG(18:0/18:0/18:1(9Z))","HMDB05395","HMDB0005395","TG(18:0/18:0/18:1(9Z))","TG(18:0/18:0/18:1(9Z))","tg_18_0_18_0_18_1_9z","HMDB05395","HMDB0005395"
"C54_1_TAG_+NH4","","C54:1 TAG +NH4","C54_1_TAG_+NH4","","C54:1 TAG +NH4","C54:1 TAG +NH4","c54_1 tag +nh4","C54_1_TAG_+NH4","C54_1_TAG_+NH4"
"C54_10_TAG","","C54:10 TAG","C54_10_TAG","","C54:10 TAG","C54:10 TAG","c54_10 tag","C54_10_TAG","C54_10_TAG"
"HMDB05403","HMDB0005403","TG(18:0/18:1(9Z)/18:1(9Z))","HMDB05403","HMDB0005403","TG(18:0/18:1(9Z)/18:1(9Z))","TG(18:0/18:1(9Z)/18:1(9Z))","tg_18_0_18_1_9z_18_1_9z","HMDB05403","HMDB0005403"
"C54_2_TAG_+NH4","","C54:2 TAG +NH4","C54_2_TAG_+NH4","","C54:2 TAG +NH4","C54:2 TAG +NH4","c54_2 tag +nh4","C54_2_TAG_+NH4","C54_2_TAG_+NH4"
"HMDB05405","HMDB0005405","TG(18:0/18:1(9Z)/18:2(9Z,12Z))","HMDB05405","HMDB0005405","TG(18:0/18:1(9Z)/18:2(9Z,12Z))","TG(18:0/18:1(9Z)/18:2(9Z,12Z))","tg_18_0_18_1_9z_18_2_9z_12z","HMDB05405","HMDB0005405"
"C54_3_TAG_+NH4","","C54:3 TAG +NH4","C54_3_TAG_+NH4","","C54:3 TAG +NH4","C54:3 TAG +NH4","c54_3 tag +nh4","C54_3_TAG_+NH4","C54_3_TAG_+NH4"
"HMDB05370","HMDB0005370","TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))","HMDB05370","HMDB0005370","TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))","TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))","tg_16_0_18_0_20_4_5z_8z_11z_14z","HMDB05370","HMDB0005370"
"C54_4_TAG_+NH4","","C54:4 TAG +NH4","C54_4_TAG_+NH4","","C54:4 TAG +NH4","C54:4 TAG +NH4","c54_4 tag +nh4","C54_4_TAG_+NH4","C54_4_TAG_+NH4"
"HMDB05385","HMDB0005385","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05385","HMDB0005385","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_0_18_1_9z_20_4_5z_8z_11z_14z","HMDB05385","HMDB0005385"
"HMDB05391","HMDB0005391","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05391","HMDB0005391","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_0_18_2_9z_12z_20_4_5z_8z_11z_14z","HMDB05391","HMDB0005391"
"C54_6_TAG_+NH4","","C54:6 TAG +NH4","C54_6_TAG_+NH4","","C54:6 TAG +NH4","C54:6 TAG +NH4","c54_6 tag +nh4","C54_6_TAG_+NH4","C54_6_TAG_+NH4"
"HMDB05447","HMDB0005447","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05447","HMDB0005447","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_1_9z_18_2_9z_12z_20_4_5z_8z_11z_14z","HMDB05447","HMDB0005447"
"C54_7_TAG_+NH4","","C54:7 TAG +NH4","C54_7_TAG_+NH4","","C54:7 TAG +NH4","C54:7 TAG +NH4","c54_7 tag +nh4","C54_7_TAG_+NH4","C54_7_TAG_+NH4"
"HMDB10518","HMDB0010518","TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(5Z,8Z,11Z,14Z))","HMDB10518","HMDB0010518","TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(5Z,8Z,11Z,14Z))","TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(5Z,8Z,11Z,14Z))","tg_20_4_5z_8z_11z_14z_14_0_20_4_5z_8z_11z_14z","HMDB10518","HMDB0010518"
"C54_8_TAG_+NH4","","C54:8 TAG +NH4","C54_8_TAG_+NH4","","C54:8 TAG +NH4","C54:8 TAG +NH4","c54_8 tag +nh4","C54_8_TAG_+NH4","C54_8_TAG_+NH4"
"HMDB10498","HMDB0010498","TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB10498","HMDB0010498","TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","tg_18_3_9z_12z_15z_14_0_22_6_4z_7z_10z_13z_16z_19z","HMDB10498","HMDB0010498"
"HMDB42226","HMDB0042226","TG(14:0/22:0/18:2(9Z,12Z))","HMDB42226","HMDB0042226","TG(14:0/22:0/18:2(9Z,12Z))","TG(14:0/22:0/18:2(9Z,12Z))","tg_14_0_22_0_18_2_9z_12z","HMDB42226","HMDB0042226"
"C55_2_TAG_+NH4","","C55:2 TAG +NH4","C55_2_TAG_+NH4","","C55:2 TAG +NH4","C55:2 TAG +NH4","c55_2 tag +nh4","C55_2_TAG_+NH4","C55_2_TAG_+NH4"
"HMDB42466","HMDB0042466","TG(14:0/22:1(13Z)/18:2(9Z,12Z))","HMDB42466","HMDB0042466","TG(14:0/22:1(13Z)/18:2(9Z,12Z))","TG(14:0/22:1(13Z)/18:2(9Z,12Z))","tg_14_0_22_1_13z_18_2_9z_12z","HMDB42466","HMDB0042466"
"C55_3_TAG_+NH4","","C55:3 TAG +NH4","C55_3_TAG_+NH4","","C55:3 TAG +NH4","C55:3 TAG +NH4","c55_3 tag +nh4","C55_3_TAG_+NH4","C55_3_TAG_+NH4"
"HMDB05396","HMDB0005396","TG(18:0/18:0/20:1(11Z))","HMDB05396","HMDB0005396","TG(18:0/18:0/20:1(11Z))","TG(18:0/18:0/20:1(11Z))","tg_18_0_18_0_20_1_11z","HMDB05396","HMDB0005396"
"C56_1_TAG_+NH4","","C56:1 TAG +NH4","C56_1_TAG_+NH4","","C56:1 TAG +NH4","C56:1 TAG +NH4","c56_1 tag +nh4","C56_1_TAG_+NH4","C56_1_TAG_+NH4"
"HMDB10513","HMDB0010513","TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","HMDB10513","HMDB0010513","TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","tg_18_3_9z_12z_15z_20_4_5z_8z_11z_14z_18_3_9z_12z_15z","HMDB10513","HMDB0010513"
"HMDB05404","HMDB0005404","TG(18:0/18:1(9Z)/20:1(11Z))","HMDB05404","HMDB0005404","TG(18:0/18:1(9Z)/20:1(11Z))","TG(18:0/18:1(9Z)/20:1(11Z))","tg_18_0_18_1_9z_20_1_11z","HMDB05404","HMDB0005404"
"C56_2_TAG_+NH4","","C56:2 TAG +NH4","C56_2_TAG_+NH4","","C56:2 TAG +NH4","C56:2 TAG +NH4","c56_2 tag +nh4","C56_2_TAG_+NH4","C56_2_TAG_+NH4"
"HMDB05410","HMDB0005410","TG(18:0/18:2(9Z,12Z)/20:1(11Z))","HMDB05410","HMDB0005410","TG(18:0/18:2(9Z,12Z)/20:1(11Z))","TG(18:0/18:2(9Z,12Z)/20:1(11Z))","tg_18_0_18_2_9z_12z_20_1_11z","HMDB05410","HMDB0005410"
"C56_3_TAG_+NH4","","C56:3 TAG +NH4","C56_3_TAG_+NH4","","C56:3 TAG +NH4","C56:3 TAG +NH4","c56_3 tag +nh4","C56_3_TAG_+NH4","C56_3_TAG_+NH4"
"HMDB05398","HMDB0005398","TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))","HMDB05398","HMDB0005398","TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))","TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))","tg_18_0_18_0_20_4_5z_8z_11z_14z","HMDB05398","HMDB0005398"
"C56_4_TAG_+NH4","","C56:4 TAG +NH4","C56_4_TAG_+NH4","","C56:4 TAG +NH4","C56:4 TAG +NH4","c56_4 tag +nh4","C56_4_TAG_+NH4","C56_4_TAG_+NH4"
"HMDB05406","HMDB0005406","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05406","HMDB0005406","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_0_18_1_9z_20_4_5z_8z_11z_14z","HMDB05406","HMDB0005406"
"C56_5_TAG_+NH4","","C56:5 TAG +NH4","C56_5_TAG_+NH4","","C56:5 TAG +NH4","C56:5 TAG +NH4","c56_5 tag +nh4","C56_5_TAG_+NH4","C56_5_TAG_+NH4"
"HMDB05456","HMDB0005456","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05456","HMDB0005456","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_1_9z_18_1_9z_20_4_5z_8z_11z_14z","HMDB05456","HMDB0005456"
"C56_6_TAG_+NH4","","C56:6 TAG +NH4","C56_6_TAG_+NH4","","C56:6 TAG +NH4","C56:6 TAG +NH4","c56_6 tag +nh4","C56_6_TAG_+NH4","C56_6_TAG_+NH4"
"HMDB05462","HMDB0005462","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05462","HMDB0005462","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_1_9z_18_2_9z_12z_20_4_5z_8z_11z_14z","HMDB05462","HMDB0005462"
"C56_7_TAG_+NH4","","C56:7 TAG +NH4","C56_7_TAG_+NH4","","C56:7 TAG +NH4","C56:7 TAG +NH4","c56_7 tag +nh4","C56_7_TAG_+NH4","C56_7_TAG_+NH4"
"HMDB05392","HMDB0005392","TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05392","HMDB0005392","TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_0_20_4_5z_8z_11z_14z_20_4_5z_8z_11z_14z","HMDB05392","HMDB0005392"
"C56_8_TAG_+NH4","","C56:8 TAG +NH4","C56_8_TAG_+NH4","","C56:8 TAG +NH4","C56:8 TAG +NH4","c56_8 tag +nh4","C56_8_TAG_+NH4","C56_8_TAG_+NH4"
"HMDB05448","HMDB0005448","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05448","HMDB0005448","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","tg_16_1_9z_20_4_5z_8z_11z_14z_20_4_5z_8z_11z_14z","HMDB05448","HMDB0005448"
"C56_9_TAG_+NH4","","C56:9 TAG +NH4","C56_9_TAG_+NH4","","C56:9 TAG +NH4","C56:9 TAG +NH4","c56_9 tag +nh4","C56_9_TAG_+NH4","C56_9_TAG_+NH4"
"HMDB05476","HMDB0005476","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05476","HMDB0005476","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_2_9z_12z_20_4_5z_8z_11z_14z_20_4_5z_8z_11z_14z","HMDB05476","HMDB0005476"
"C58_10_TAG_+NH4","","C58:10 TAG +NH4","C58_10_TAG_+NH4","","C58:10 TAG +NH4","C58:10 TAG +NH4","c58_10 tag +nh4","C58_10_TAG_+NH4","C58_10_TAG_+NH4"
"HMDB10531","HMDB0010531","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","HMDB10531","HMDB0010531","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))","tg_20_4_5z_8z_11z_14z_20_4_5z_8z_11z_14z_18_3_9z_12z_15z","HMDB10531","HMDB0010531"
"C58_11_TAG_+NH4","","C58:11 TAG +NH4","C58_11_TAG_+NH4","","C58:11 TAG +NH4","C58:11 TAG +NH4","c58_11 tag +nh4","C58_11_TAG_+NH4","C58_11_TAG_+NH4"
"HMDB05458","HMDB0005458","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05458","HMDB0005458","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_1_9z_20_1_11z_20_4_5z_8z_11z_14z","HMDB05458","HMDB0005458"
"C58_6_TAG_+NH4","","C58:6 TAG +NH4","C58_6_TAG_+NH4","","C58:6 TAG +NH4","C58:6 TAG +NH4","c58_6 tag +nh4","C58_6_TAG_+NH4","C58_6_TAG_+NH4"
"HMDB05471","HMDB0005471","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05471","HMDB0005471","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_2_9z_12z_20_1_11z_20_4_5z_8z_11z_14z","HMDB05471","HMDB0005471"
"HMDB05413","HMDB0005413","TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05413","HMDB0005413","TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_0_20_4_5z_8z_11z_14z_20_4_5z_8z_11z_14z","HMDB05413","HMDB0005413"
"C58_8_TAG_+NH4","","C58:8 TAG +NH4","C58_8_TAG_+NH4","","C58:8 TAG +NH4","C58:8 TAG +NH4","c58_8 tag +nh4","C58_8_TAG_+NH4","C58_8_TAG_+NH4"
"HMDB05463","HMDB0005463","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB05463","HMDB0005463","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","tg_18_1_9z_20_4_5z_8z_11z_14z_20_4_5z_8z_11z_14z","HMDB05463","HMDB0005463"
"C58_9_TAG_+NH4","","C58:9 TAG +NH4","C58_9_TAG_+NH4","","C58:9 TAG +NH4","C58:9 TAG +NH4","c58_9 tag +nh4","C58_9_TAG_+NH4","C58_9_TAG_+NH4"
"HMDB00705","HMDB0000705","Hexanoylcarnitine","HMDB00705","HMDB0000705","Hexanoylcarnitine","Hexanoylcarnitine","hexanoylcarnitine","HMDB00705","HMDB0000705"
